CustomerID;Gender;Location;Tenure_Months
13098;F;California;5
17027;F;California;32
12591;F;California;25
17786;F;California;9
16124;F;New York;34
16409;F;Chicago;45
13754;M;New York;7
15227;M;Washington DC;42
12997;F;California;45
15215;F;California;15
16918;M;Washington DC;47
16882;M;Chicago;28
14442;F;California;44
16496;M;California;16
12764;F;Chicago;25
17311;F;California;6
15910;F;California;8
16949;M;New York;44
14970;F;New York;46
14701;M;Chicago;43
12645;F;New Jersey;50
12468;F;California;9
16767;M;Washington DC;29
14738;M;Chicago;13
17540;F;New York;37
14239;F;California;46
18125;F;Chicago;3
13328;M;Chicago;18
15549;F;Chicago;5
15864;F;California;17
14662;M;California;36
17180;F;Chicago;35
15057;M;Chicago;12
12574;F;California;48
13330;F;New York;47
13552;F;New York;50
12853;M;New York;11
13538;M;New York;32
16755;F;California;33
14133;F;Chicago;32
16523;M;New York;6
14659;F;New York;42
13141;F;Chicago;25
15365;M;Chicago;30
13707;F;Chicago;28
13709;F;New York;22
17329;F;Chicago;9
14805;M;New York;20
16897;M;New Jersey;49
15579;F;California;21
14595;F;New York;33
13161;F;Chicago;4
15415;M;Chicago;27
17431;M;Chicago;7
17463;F;New York;27
14502;M;Chicago;22
12528;F;New York;43
15448;M;New York;24
17314;M;Washington DC;24
17373;M;New Jersey;11
18145;F;Chicago;36
14467;F;Chicago;34
12908;M;Washington DC;32
15144;F;Chicago;35
14776;F;New York;42
16403;F;California;26
16407;M;California;48
17619;F;New York;30
12778;F;Chicago;42
17256;F;New York;43
17604;F;California;28
14006;F;New Jersey;3
13600;F;California;13
15058;M;New Jersey;8
17147;F;Chicago;24
13881;F;Chicago;22
16612;F;California;17
14627;F;Chicago;46
17356;F;Chicago;8
12477;F;California;10
12836;M;Chicago;6
13939;M;Chicago;36
16745;F;New York;29
13606;F;California;28
13494;M;California;33
12929;F;Chicago;26
16419;F;California;50
17035;F;New York;10
15203;M;California;19
16515;F;New Jersey;19
12373;F;New York;23
18202;F;New Jersey;18
12775;M;California;21
14549;F;Chicago;22
15981;F;California;13
16110;M;Chicago;29
17376;F;New Jersey;34
13110;F;New York;36
16716;F;California;44
12676;F;California;38
15940;F;California;32
15971;F;Chicago;39
14665;F;Chicago;4
14457;F;New Jersey;4
15589;F;California;11
14411;F;New York;17
17560;F;California;19
15226;F;Chicago;37
14460;F;California;38
16156;F;New York;24
13728;F;New York;2
14127;F;Chicago;17
16378;F;Chicago;4
13894;F;New York;16
13824;M;Chicago;42
18250;M;Chicago;15
15270;F;Chicago;36
14188;F;California;50
18017;M;Chicago;37
15421;F;California;49
17446;F;New York;42
12414;M;New York;43
14798;F;California;37
12990;F;California;47
12350;M;California;25
16992;F;California;7
17337;F;California;44
16405;F;California;20
17071;F;Chicago;15
13873;M;Chicago;24
17362;F;California;46
13394;M;Washington DC;6
12502;F;California;23
16333;F;New York;41
16030;F;New York;50
14044;M;California;49
13800;F;California;27
17672;M;California;39
12464;M;New York;26
13581;F;California;47
14540;F;New Jersey;12
13539;M;New York;24
15885;F;California;39
14497;M;California;42
17507;F;California;25
13208;F;Chicago;4
17334;F;Washington DC;8
13871;F;New York;17
16938;F;New Jersey;7
12754;F;California;11
12410;M;California;8
17929;M;California;4
14778;M;Chicago;26
17517;F;California;20
17226;F;Chicago;22
13137;M;California;37
13725;F;Chicago;48
13309;M;Chicago;14
12842;F;New Jersey;27
16109;F;New York;50
17291;F;Chicago;14
15090;F;Chicago;17
15199;F;New Jersey;41
13911;M;Chicago;30
14194;M;Chicago;19
14842;F;New Jersey;14
13584;M;Chicago;35
17105;F;New Jersey;38
14438;F;New York;41
12956;F;Chicago;48
15781;M;New Jersey;19
14410;F;New York;45
14600;F;California;7
